,Longitude,Latitude,Date,Survey_Type
117973,77_0.41 W,38_55.72 N,15-Jan-14,NA
61079,77_0.54 W,38_56.59 N,15-Jan-14,NA
94014,77_2.84 W,38_56.08 N,15-Jan-14,NA
3554,77_2.14 W,38_57.47 N,15-Jan-14,NA
45560,77_3.83 W,38_56.83 N,15-Jan-14,NA
87897,77_2.41 W,38_56.18 N,15-Jan-14,NA
108606,77_3.79 W,38_55.86 N,15-Jan-14,NA
194887,77_3.67 W,38_54.54 N,15-Jan-14,NA
65442,77_4.07 W,38_56.52 N,15-Jan-14,NA
216400,77_1.96 W,38_54.21 N,15-Jan-14,NA
191138,77_3.27 W,38_54.59 N,15-Jan-14,NA
70823,77_2.51 W,38_56.44 N,15-Jan-14,NA
202760,77_0.97 W,38_54.42 N,15-Jan-14,NA
33982,77_1.28 W,38_57.01 N,15-Jan-14,NA
63898,77_0.78 W,38_56.55 N,15-Jan-14,NA
53763,77_2.47 W,38_56.7 N,15-Jan-14,NA
62180,77_3.55 W,38_56.57 N,15-Jan-14,NA
134558,77_0.46 W,38_55.47 N,15-Jan-14,NA
177463,77_2.6 W,38_54.8 N,15-Jan-14,NA
139339,77_0.08 W,38_55.39 N,15-Jan-14,NA
72612,77_3.51 W,38_56.41 N,15-Jan-14,NA
93918,77_3.73 W,38_56.08 N,15-Jan-14,NA
204348,77_3.85 W,38_54.39 N,15-Jan-14,NA
98733,77_3.03 W,38_56.01 N,15-Jan-14,NA
201244,77_1.84 W,38_54.44 N,15-Jan-14,NA
103958,77_2.93 W,38_55.93 N,15-Jan-14,NA
39018,77_2.95 W,38_56.93 N,15-Jan-14,NA
63151,77_3.33 W,38_56.56 N,15-Jan-14,NA
174055,77_3.44 W,38_54.86 N,15-Jan-14,NA
90976,77_0.22 W,38_56.14 N,15-Jan-14,NA
196165,77_0.58 W,38_54.52 N,15-Jan-14,NA
49811,77_3.97 W,38_56.76 N,15-Jan-14,NA
40316,77_4.11 W,38_56.91 N,15-Jan-14,NA
68179,77_0.64 W,38_56.49 N,15-Jan-14,NA
152322,77_2.78 W,38_55.19 N,15-Jan-14,NA
68155,77_0.86 W,38_56.49 N,15-Jan-14,NA
139793,77_0.26 W,38_55.39 N,15-Jan-14,NA
211997,77_3.24 W,38_54.27 N,15-Jan-14,NA
92122,77_2.8 W,38_56.11 N,15-Jan-14,NA
14351,77_3.13 W,38_57.31 N,15-Jan-14,NA
155236,77_2.12 W,38_55.15 N,15-Jan-14,NA
162822,77_2.11 W,38_55.03 N,15-Jan-14,NA
24479,77_1.5 W,38_57.15 N,15-Jan-14,NA
94098,77_2.05 W,38_56.08 N,15-Jan-14,NA
196831,77_3.22 W,38_54.51 N,15-Jan-14,NA
184450,77_3.75 W,38_54.7 N,15-Jan-14,NA
126859,77_1.54 W,38_55.58 N,15-Jan-14,NA
84205,77_1.48 W,38_56.24 N,15-Jan-14,NA
168929,77_2.62 W,38_54.94 N,15-Jan-14,NA
166758,77_0.76 W,38_54.97 N,15-Jan-14,NA
157978,77_3.08 W,38_55.1 N,15-Jan-14,NA
57262,77_0.78 W,38_56.65 N,15-Jan-14,NA
67917,77_3.09 W,38_56.49 N,15-Jan-14,NA
69705,77_4.1 W,38_56.46 N,15-Jan-14,NA
143244,77_3.45 W,38_55.33 N,15-Jan-14,NA
91267,77_1.93 W,38_56.13 N,15-Jan-14,NA
212608,77_1.96 W,38_54.27 N,15-Jan-14,NA
77033,77_2.06 W,38_56.35 N,15-Jan-14,NA
133844,77_2.7 W,38_55.47 N,15-Jan-14,NA
6401,77_2.03 W,38_55.66 N,17-Jan-14,transect
10911,77_0.9 W,38_54.4 N,23-Jan-14,transect
725,77_0.25 W,38_57.12 N,24-Jan-14,transect
2387,77_0.84 W,38_56.74 N,30-Jan-14,transect4
2775,77_1.1 W,38_56.59 N,30-Jan-14,transect
5219,77_2.07 W,38_55.95 N,01-Feb-14,transect
8014,77_3.15 W,38_55.21 N,02-Feb-14,transect
5743,77_0.51 W,38_55.83 N,05-Feb-14,transect
2137,77_1.03 W,38_56.81 N,08-Feb-14,transect
11800,77_1.9 W,38_54.19 N,11-Feb-14,transect
4127,77_1.72 W,38_56.21 N,17-Feb-14,transect
10614,77_1.5 W,38_54.48 N,18-Feb-14,transect
6553,77_2.39 W,38_55.62 N,21-Feb-14,transect
6484,77_2.59 W,38_55.63 N,22-Feb-14,transect
8272,77_3.27 W,38_55.13 N,23-Feb-14,transect
7663,77_1.24 W,38_55.32 N,24-Feb-14,transect
6740,77_0.54 W,38_55.57 N,24-Feb-14,transect
11616,77_1.34 W,38_54.24 N,27-Feb-14,transect
8008,77_0.86 W,38_55.22 N,03-Mar-14,Transect
7540,77_2.27 W,38_55.36 N,05-Mar-14,transect
5624,77_1.78 W,38_55.86 N,06-Mar-14,transect
1782,77_0.59 W,38_56.91 N,08-Mar-14,transect
9445,77_1.89 W,38_54.86 N,10-Mar-14,transect
171537,77_0.39 W,38_54.9 N,11-Mar-14,random
152828,77_2.48 W,38_55.18 N,11-Mar-14,random
77366,77_3.38 W,38_56.34 N,11-Mar-14,random
189570,77_0.2 W,38_54.62 N,11-Mar-14,random
214709,77_0.04 W,38_54.24 N,11-Mar-14,random
174283,77_1.31 W,38_54.86 N,11-Mar-14,random
160877,77_2.56 W,38_55.06 N,11-Mar-14,random
143894,77_1.81 W,38_55.32 N,11-Mar-14,random
131572,77_1.79 W,38_55.51 N,11-Mar-14,random
201360,77_0.76 W,38_54.44 N,11-Mar-14,random
72609,77_3.54 W,38_56.41 N,11-Mar-14,random
153062,77_0.29 W,38_55.18 N,11-Mar-14,random
35966,77_0.46 W,38_56.98 N,11-Mar-14,random
206970,77_1.49 W,38_54.35 N,11-Mar-14,random
32770,77_3.75 W,38_57.02 N,11-Mar-14,random
81131,77_3.63 W,38_56.28 N,11-Mar-14,random
198708,77_3.4 W,38_54.48 N,11-Mar-14,random
69187,77_0.08 W,38_56.47 N,11-Mar-14,random
140588,77_1.69 W,38_55.37 N,11-Mar-14,random
147407,76_59.98 W,38_55.27 N,11-Mar-14,random
85661,77_1.16 W,38_56.22 N,11-Mar-14,random
212699,77_1.11 W,38_54.27 N,11-Mar-14,random
213349,77_3.89 W,38_54.25 N,11-Mar-14,random
191130,77_3.34 W,38_54.59 N,11-Mar-14,random
61494,77_1.1 W,38_56.59 N,11-Mar-14,random
78413,77_2.45 W,38_56.33 N,11-Mar-14,random
32874,77_2.78 W,38_57.02 N,11-Mar-14,random
58798,77_4.14 W,38_56.62 N,11-Mar-14,random
86512,77_2.07 W,38_56.2 N,11-Mar-14,random
147598,77_2.63 W,38_55.26 N,11-Mar-14,random
54031,76_59.96 W,38_56.7 N,11-Mar-14,random
138630,77_2.27 W,38_55.4 N,11-Mar-14,random
164279,77_1.78 W,38_55.01 N,11-Mar-14,random
141993,77_1.85 W,38_55.35 N,11-Mar-14,random
170394,77_2.22 W,38_54.91 N,11-Mar-14,random
73021,77_4.12 W,38_56.41 N,11-Mar-14,random
91942,77_0.05 W,38_56.12 N,11-Mar-14,random
126984,77_0.37 W,38_55.58 N,11-Mar-14,random
21690,77_0.98 W,38_57.2 N,11-Mar-14,random
30525,77_2.58 W,38_57.06 N,11-Mar-14,random
50041,77_1.82 W,38_56.76 N,11-Mar-14,random
25978,77_0.78 W,38_57.13 N,11-Mar-14,random
86985,77_2.08 W,38_56.19 N,11-Mar-14,random
63211,77_2.77 W,38_56.56 N,11-Mar-14,random
75591,77_2.25 W,38_56.37 N,11-Mar-14,random
33411,77_2.19 W,38_57.02 N,11-Mar-14,random
3273,77_0.34 W,38_57.48 N,11-Mar-14,random
18851,77_0.94 W,38_57.24 N,11-Mar-14,random
92665,77_2.15 W,38_56.11 N,11-Mar-14,random
168511,77_2.1 W,38_54.94 N,11-Mar-14,random
158441,77_3.18 W,38_55.1 N,11-Mar-14,random
155515,77_3.95 W,38_55.14 N,11-Mar-14,random
54340,77_1.51 W,38_56.7 N,11-Mar-14,random
156498,77_3.62 W,38_55.12 N,11-Mar-14,random
141169,77_0.69 W,38_55.36 N,11-Mar-14,random
65070,77_3.12 W,38_56.53 N,11-Mar-14,random
201284,77_1.47 W,38_54.44 N,11-Mar-14,random
136611,77_3.42 W,38_55.43 N,11-Mar-14,random
153315,77_2.36 W,38_55.18 N,11-Mar-14,random
171696,77_3.34 W,38_54.89 N,11-Mar-14,random
75829,77_0.02 W,38_56.37 N,11-Mar-14,random
122601,77_1.46 W,38_55.65 N,11-Mar-14,random
207702,77_3.51 W,38_54.34 N,11-Mar-14,random
184733,77_1.11 W,38_54.7 N,11-Mar-14,random
103926,77_3.23 W,38_55.93 N,11-Mar-14,random
46396,77_0.44 W,38_56.82 N,11-Mar-14,random
203240,77_0.91 W,38_54.41 N,11-Mar-14,random
38925,77_3.82 W,38_56.93 N,11-Mar-14,random
101943,77_4.04 W,38_55.96 N,11-Mar-14,random
76662,77_1.1 W,38_56.35 N,11-Mar-14,random
98836,77_2.07 W,38_56.01 N,11-Mar-14,random
71404,77_1.51 W,38_56.43 N,11-Mar-14,random
121926,77_3.34 W,38_55.66 N,11-Mar-14,random
58141,77_1.42 W,38_56.64 N,11-Mar-14,random
122819,77_3.85 W,38_55.64 N,11-Mar-14,random
100428,77_0.48 W,38_55.99 N,11-Mar-14,random
175401,77_4.15 W,38_54.83 N,11-Mar-14,random
19632,77_2.5 W,38_57.23 N,11-Mar-14,random
177112,77_1.45 W,38_54.81 N,11-Mar-14,random
136475,77_0.26 W,38_55.44 N,11-Mar-14,random
42859,77_2.49 W,38_56.87 N,11-Mar-14,random
102076,77_2.8 W,38_55.96 N,11-Mar-14,random
173323,77_1.42 W,38_54.87 N,11-Mar-14,random
79107,77_0.39 W,38_56.32 N,11-Mar-14,random
82220,77_2.31 W,38_56.27 N,11-Mar-14,random
191535,77_3.99 W,38_54.59 N,11-Mar-14,random
103548,77_2.33 W,38_55.94 N,11-Mar-14,random
169970,77_1.75 W,38_54.92 N,11-Mar-14,random
182078,77_3.77 W,38_54.73 N,11-Mar-14,random
2827,77_0.08 W,38_57.49 N,11-Mar-14,random
181388,77_1.36 W,38_54.75 N,11-Mar-14,random
196451,77_2.34 W,38_54.51 N,11-Mar-14,random
172810,77_1.79 W,38_54.88 N,11-Mar-14,random
5575,77_1.23 W,38_55.87 N,14-Mar-14,transect
5243,77_0.66 W,38_55.95 N,16-Mar-14,transect
4401,77_1.47 W,38_56.15 N,19-Mar-14,transect
3291,77_1.01 W,38_56.45 N,19-Mar-14,transect
9475,77_3.52 W,38_54.85 N,22-Mar-14,transect
1037,77_1.07 W,38_57.05 N,24-Mar-14,transect
4504,77_0.55 W,38_56.13 N,25-Mar-14,transect
5415,77_0.46 W,38_55.91 N,03-Apr-14,transect
4255,77_1.97 W,38_56.18 N,03-Apr-14,transect
10653,77_2.14 W,38_54.46 N,03-Apr-14,transect
7713,77_2.6 W,38_55.31 N,07-Apr-14,transect
214957,77_2.15 W,38_54.23 N,10-Apr-14,
115239,77_3.82 W,38_55.76 N,10-Apr-14,
177129,77_1.29 W,38_54.81 N,10-Apr-14,
85807,77_4.23 W,38_56.21 N,10-Apr-14,
80388,77_1.71 W,38_56.3 N,10-Apr-14,
136519,77_4.28 W,38_55.43 N,10-Apr-14,
168600,77_1.26 W,38_54.94 N,10-Apr-14,
32932,77_2.24 W,38_57.02 N,10-Apr-14,
86725,77_0.08 W,38_56.2 N,10-Apr-14,
77573,77_2.73 W,38_57.41 N,10-Apr-14,
41615,77_0.83 W,38_56.89 N,10-Apr-14,
46632,77_2.67 W,38_56.81 N,10-Apr-14,
37961,77_3.97 W,38_56.94 N,10-Apr-14,
83351,77_0.6 W,38_56.25 N,10-Apr-14,
177168,77_0.93 W,38_54.81 N,10-Apr-14,
195884,77_3.21 W,38_54.52 N,10-Apr-14,
118226,77_2.48 W,38_55.71 N,10-Apr-14,
11997,77_2.98 W,38_57.34 N,10-Apr-14,
79304,77_2.99 W,38_56.31 N,10-Apr-14,
44993,77_0.26 W,38_56.84 N,10-Apr-14,
62020,77_0.61 W,38_56.58 N,10-Apr-14,
191451,77_0.34 W,38_54.59 N,10-Apr-14,
194418,77_3.62 W,38_54.54 N,10-Apr-14,
93910,77_3.81 W,38_56.08 N,10-Apr-14,
74459,77_3.97 W,38_56.38 N,10-Apr-14,
170455,77_1.65 W,38_54.91 N,10-Apr-14,
88016,77_1.3 W,38_56.18 N,10-Apr-14,
56028,77_3.45 W,38_56.67 N,10-Apr-14,
45697,77_2.55 W,38_56.83 N,10-Apr-14,
129027,77_3.42 W,38_55.55 N,10-Apr-14,
123010,77_2.07 W,38_55.64 N,10-Apr-14,
162920,77_1.19 W,38_55.03 N,10-Apr-14,
158367,77_3.87 W,38_55.1 N,10-Apr-14,
79817,77_2.62 W,38_56.3 N,10-Apr-14,
187461,77_2.19 W,38_54.65 N,10-Apr-14,
201855,77_0.56 W,38_54.43 N,10-Apr-14,
1231,77_1.7 W,38_57.51 N,10-Apr-14,
71451,77_1.07 W,38_56.43 N,10-Apr-14,
82722,77_2.05 W,38_56.26 N,10-Apr-14,
101640,77_2.44 W,38_55.97 N,10-Apr-14,
20239,77_1.26 W,38_57.22 N,10-Apr-14,
113508,77_2.27 W,38_55.79 N,10-Apr-14,
170260,77_3.47 W,38_54.91 N,10-Apr-14,
191919,77_0.39 W,38_54.59 N,10-Apr-14,
72931,77_2.64 W,38_57.42 N,10-Apr-14,
131642,77_1.13 W,38_55.51 N,10-Apr-14,
93259,77_1.03 W,38_56.1 N,10-Apr-14,
177040,77_2.12 W,38_54.81 N,10-Apr-14,
207598,77_0.05 W,38_54.35 N,10-Apr-14,
9081,77_3.65 W,38_57.39 N,10-Apr-14,
97014,77_1.38 W,38_56.04 N,10-Apr-14,
123400,77_2.85 W,38_55.63 N,10-Apr-14,
113338,77_3.86 W,38_55.79 N,10-Apr-14,
36974,77_4.33 W,38_56.96 N,10-Apr-14,
48317,77_0.21 W,38_56.79 N,10-Apr-14,
42752,77_3.49 W,38_56.87 N,10-Apr-14,
190530,77_0.09 W,38_54.61 N,10-Apr-14,
131215,77_0.69 W,38_55.52 N,10-Apr-14,
181543,77_4.34 W,38_54.74 N,10-Apr-14,
154348,77_1.56 W,38_55.16 N,10-Apr-14,
106067,77_0.94 W,38_55.9 N,10-Apr-14,
80332,77_2.24 W,38_56.3 N,10-Apr-14,
33528,77_1.1 W,38_57.02 N,10-Apr-14,
162557,77_0.15 W,38_55.04 N,10-Apr-14,
101347,77_0.75 W,38_55.98 N,10-Apr-14,
203006,77_3.1 W,38_54.41 N,10-Apr-14,
17441,77_1.34 W,38_57.5 N,10-Apr-14,
166144,77_2.07 W,38_54.98 N,10-Apr-14,
120143,77_2.28 W,38_55.68 N,10-Apr-14,
63514,76_59.94 W,38_56.56 N,10-Apr-14,
196183,77_0.41 W,38_54.52 N,10-Apr-14,
112238,77_0.85 W,38_55.81 N,10-Apr-14,
158721,77_0.56 W,38_55.1 N,10-Apr-14,
120718,77_1.34 W,38_55.68 N,10-Apr-14,
117329,77_2 W,38_55.73 N,10-Apr-14,
36317,77_1.61 W,38_56.97 N,10-Apr-14,
72657,77_3.09 W,38_56.41 N,10-Apr-14,
43564,77_0.33 W,38_56.86 N,10-Apr-14,
183502,77_3.75 W,38_54.71 N,10-Apr-14,
115190,77_4.28 W,38_55.76 N,10-Apr-14,
208091,77_4.3 W,38_54.33 N,10-Apr-14,
12752,77_1.29 W,38_57.51 N,10-Apr-14,
58971,77_2.53 W,38_56.62 N,10-Apr-14,
66176,77_1.64 W,38_56.51 N,10-Apr-14,
149517,77_2.41 W,38_55.23 N,10-Apr-14,
21741,77_0.51 W,38_57.2 N,10-Apr-14,
6640,77_4.31 W,38_57.42 N,10-Apr-14,
9069,77_2.12 W,38_54.93 N,14-Apr-14,transect
7555,77_2.78 W,38_55.35 N,15-Apr-14,transect
121145,77_1.78 W,38_55.67 N,21-Apr-14,otehr
8034,77_0.14 W,38_57.41 N,21-Apr-14,otehr
187804,77_3.42 W,38_54.64 N,21-Apr-14,otehr
173153,77_3.01 W,38_54.87 N,21-Apr-14,otehr
216387,77_2.08 W,38_54.21 N,21-Apr-14,otehr
13041,77_2.08 W,38_57.33 N,21-Apr-14,otehr
185381,77_3.91 W,38_54.68 N,21-Apr-14,otehr
103056,77_2.5 W,38_55.95 N,21-Apr-14,otehr
135678,77_3.28 W,38_55.44 N,21-Apr-14,otehr
41265,77_4.1 W,38_56.89 N,21-Apr-14,otehr
87827,77_3.07 W,38_56.18 N,21-Apr-14,otehr
40542,77_1.99 W,38_56.91 N,21-Apr-14,otehr
13777,77_4.06 W,38_57.31 N,21-Apr-14,otehr
15532,77_0.95 W,38_57.29 N,21-Apr-14,otehr
116902,77_1.56 W,38_55.74 N,21-Apr-14,otehr
123741,77_4.1 W,38_55.63 N,21-Apr-14,otehr
78222,77_4.24 W,38_56.33 N,21-Apr-14,otehr
134199,77_3.82 W,38_55.47 N,21-Apr-14,otehr
97641,76_59.95 W,38_56.03 N,21-Apr-14,otehr
116472,77_1.15 W,38_55.74 N,21-Apr-14,otehr
80452,77_1.11 W,38_56.3 N,21-Apr-14,otehr
121235,77_0.94 W,38_55.67 N,21-Apr-14,otehr
164892,77_0.48 W,38_55 N,21-Apr-14,otehr
171516,77_0.59 W,38_54.9 N,21-Apr-14,otehr
203162,77_1.64 W,38_54.41 N,21-Apr-14,otehr
104363,77_3.57 W,38_55.92 N,21-Apr-14,otehr
88810,77_2.74 W,38_56.16 N,21-Apr-14,otehr
179646,76_59.92 W,38_54.78 N,21-Apr-14,otehr
45567,77_3.76 W,38_56.83 N,21-Apr-14,otehr
25946,77_1.08 W,38_57.13 N,21-Apr-14,otehr
37060,77_3.53 W,38_56.96 N,21-Apr-14,otehr
86746,77_4.31 W,38_56.19 N,21-Apr-14,otehr
70618,76_59.99 W,38_56.45 N,21-Apr-14,otehr
153310,77_2.41 W,38_55.18 N,21-Apr-14,otehr
185751,77_0.45 W,38_54.68 N,21-Apr-14,otehr
57176,77_1.58 W,38_56.65 N,21-Apr-14,otehr
152470,77_1.4 W,38_55.19 N,21-Apr-14,otehr
209488,77_0.11 W,38_54.32 N,21-Apr-14,otehr
32032,77_0.99 W,38_57.48 N,21-Apr-14,otehr
23201,77_0.15 W,38_57.18 N,21-Apr-14,otehr
23347,77_3.22 W,38_57.17 N,21-Apr-14,otehr
59878,77_2.91 W,38_56.61 N,21-Apr-14,otehr
136721,77_2.4 W,38_55.43 N,21-Apr-14,otehr
17297,77_2.17 W,38_57.26 N,21-Apr-14,otehr
169540,77_1.34 W,38_54.93 N,21-Apr-14,otehr
214288,77_3.98 W,38_54.24 N,21-Apr-14,otehr
23917,77_2.32 W,38_57.16 N,21-Apr-14,otehr
62257,77_2.83 W,38_56.57 N,21-Apr-14,otehr
191812,77_1.4 W,38_54.59 N,21-Apr-14,otehr
104810,77_3.83 W,38_55.92 N,21-Apr-14,otehr
139719,77_0.96 W,38_55.39 N,21-Apr-14,otehr
42194,77_4.28 W,38_56.88 N,21-Apr-14,otehr
28095,77_3.14 W,38_57.1 N,21-Apr-14,otehr
203216,77_1.13 W,38_54.41 N,21-Apr-14,otehr
150307,77_3.89 W,38_55.22 N,21-Apr-14,otehr
66153,77_1.85 W,38_56.51 N,21-Apr-14,otehr
189642,77_3.96 W,38_54.62 N,21-Apr-14,otehr
68088,77_1.49 W,38_56.49 N,21-Apr-14,otehr
158913,77_3.2 W,38_55.09 N,21-Apr-14,otehr
54114,77_3.62 W,38_56.7 N,21-Apr-14,otehr
127210,77_2.69 W,38_55.58 N,21-Apr-14,otehr
114174,77_0.48 W,38_55.78 N,21-Apr-14,otehr
120291,77_0.9 W,38_55.68 N,21-Apr-14,otehr
166576,77_2.46 W,38_54.97 N,21-Apr-14,otehr
35836,77_1.68 W,38_56.98 N,21-Apr-14,otehr
109268,77_2.03 W,38_55.85 N,21-Apr-14,otehr
207412,77_1.79 W,38_54.35 N,21-Apr-14,otehr
163751,77_2.28 W,38_55.02 N,21-Apr-14,otehr
89933,77_1.11 W,38_56.15 N,21-Apr-14,otehr
106714,77_3.75 W,38_55.89 N,21-Apr-14,otehr
153740,77_2.82 W,38_55.17 N,21-Apr-14,otehr
215191,76_59.96 W,38_54.23 N,21-Apr-14,otehr
8152,77_1.16 W,38_57.52 N,21-Apr-14,otehr
196801,77_3.5 W,38_54.51 N,21-Apr-14,otehr
50946,77_2.22 W,38_56.75 N,21-Apr-14,otehr
49068,77_2.05 W,38_56.78 N,21-Apr-14,otehr
29110,77_2.52 W,38_57.08 N,21-Apr-14,otehr
119827,77_0.81 W,38_55.69 N,21-Apr-14,otehr
143636,77_4.22 W,38_55.32 N,21-Apr-14,otehr
63522,77_4.29 W,38_56.55 N,21-Apr-14,otehr
13090,77_1.62 W,38_57.33 N,21-Apr-14,otehr
117901,77_1.09 W,38_55.72 N,21-Apr-14,otehr
100463,77_0.15 W,38_55.99 N,21-Apr-14,otehr
65915,77_4.08 W,38_56.51 N,21-Apr-14,otehr
120575,77_2.68 W,38_55.68 N,21-Apr-14,otehr
49679,77_0.77 W,38_56.77 N,21-Apr-14,otehr
76989,77_2.47 W,38_56.35 N,21-Apr-14,otehr
215602,77_0.55 W,38_54.22 N,21-Apr-14,otehr
115264,77_3.58 W,38_55.76 N,21-Apr-14,otehr
215061,77_1.18 W,38_54.23 N,21-Apr-14,otehr
42477,77_1.63 W,38_56.88 N,21-Apr-14,otehr
121885,77_3.72 W,38_55.66 N,21-Apr-14,otehr
1020,77_0.87 W,38_57.06 N,25-Apr-14,transect
392,77_0.91 W,38_57.18 N,27-Apr-14,first_transect
29,77_1.03 W,38_57.45 N,01-May-14,transect
591,77_1.29 W,38_57.14 N,01-May-14,transect
4671,77_0.47 W,38_56.07 N,04-May-14,transect
8432,77_2.84 W,38_55.09 N,05-May-14,transect
8897,77_1.44 W,38_54.96 N,05-May-14,transect
10986,77_2.1 W,38_54.39 N,09-May-14,transect
1213,77_0.64 W,38_57.02 N,16-May-14,transect
10779,77_1.02 W,38_54.43 N,17-May-14,transect4
7090,77_2.27 W,38_55.47 N,19-May-14,transect
2662,77_0.63 W,38_56.64 N,21-May-14,transect
7381,77_2.13 W,38_55.4 N,30-May-14,transect
5845,77_2.79 W,38_55.79 N,08-Jun-14,transect
2829,77_2.05 W,38_56.57 N,09-Jun-14,transect
5944,77_2.9 W,38_55.76 N,11-Jun-14,transect
108,77_1.17 W,38_57.42 N,16-Jun-14,transect
3734,77_1.12 W,38_56.3 N,26-Jun-14,transect
3479,77_2.11 W,38_56.38 N,29-Jun-14,transect
6148,77_0.97 W,38_55.71 N,01-Jul-14,transect
7262,77_1.04 W,38_55.43 N,03-Jul-14,transect
10473,77_3.81 W,38_54.53 N,04-Jul-14,transect
7994,77_2.73 W,38_55.22 N,08-Jul-14,transect
1349,77_1.77 W,38_56.99 N,13-Jul-14,transect
929,77_0.8 W,38_57.07 N,15-Jul-14,transect
2304,77_1.74 W,38_56.76 N,15-Jul-14,transect
11226,77_1.12 W,38_54.33 N,16-Jul-14,transect
9480,77_3.41 W,38_54.85 N,27-Jul-14,transect3
10387,77_1.6 W,38_54.56 N,30-Jul-14,transect
48803,77_0.1 W,38_56.78 N,03-Aug-14,
50210,77_0.24 W,38_56.76 N,03-Aug-14,
195111,77_1.57 W,38_54.54 N,03-Aug-14,
194389,77_3.89 W,38_54.54 N,03-Aug-14,
156092,77_2.99 W,38_55.13 N,03-Aug-14,
75327,77_0.28 W,38_56.38 N,03-Aug-14,
132069,77_1.57 W,38_55.5 N,03-Aug-14,
123702,77_0.03 W,38_55.63 N,03-Aug-14,
101737,77_1.54 W,38_55.97 N,03-Aug-14,
23574,77_1.1 W,38_57.17 N,03-Aug-14,
35327,77_2 W,38_56.99 N,03-Aug-14,
29209,77_1.59 W,38_57.08 N,03-Aug-14,
183224,77_1.92 W,38_54.72 N,03-Aug-14,
107570,77_0.18 W,38_55.88 N,03-Aug-14,
65003,77_1.19 W,38_57.43 N,03-Aug-14,
167369,77_3.91 W,38_54.96 N,03-Aug-14,
87481,77_1.87 W,38_56.19 N,03-Aug-14,
173634,77_2.95 W,38_54.86 N,03-Aug-14,
123576,77_1.21 W,38_55.63 N,03-Aug-14,
51868,77_2.46 W,38_56.73 N,03-Aug-14,
177990,77_2.11 W,38_54.8 N,03-Aug-14,
167142,77_1.6 W,38_54.96 N,03-Aug-14,
100116,77_3.4 W,38_55.99 N,03-Aug-14,
154404,77_1.04 W,38_55.16 N,03-Aug-14,
84806,77_0.29 W,38_56.23 N,03-Aug-14,
199759,77_2.43 W,38_54.46 N,03-Aug-14,
32492,77_1.92 W,38_57.03 N,03-Aug-14,
126644,77_3.55 W,38_55.58 N,03-Aug-14,
22597,77_1.37 W,38_57.18 N,03-Aug-14,
166847,76_59.93 W,38_54.97 N,03-Aug-14,
160373,77_2.84 W,38_55.07 N,03-Aug-14,
100042,77_4.09 W,38_55.99 N,03-Aug-14,
135573,77_4.27 W,38_55.44 N,03-Aug-14,
141293,77_3.97 W,38_55.36 N,03-Aug-14,
29988,77_3.17 W,38_57.07 N,03-Aug-14,
97999,77_1.03 W,38_56.03 N,03-Aug-14,
171379,77_1.87 W,38_54.9 N,03-Aug-14,
129507,77_3.37 W,38_55.54 N,03-Aug-14,
166672,77_1.56 W,38_54.97 N,03-Aug-14,
72957,77_0.28 W,38_56.41 N,03-Aug-14,
182403,77_0.73 W,38_54.73 N,03-Aug-14,
142385,77_2.62 W,38_55.34 N,03-Aug-14,
6278,77_3.27 W,38_57.43 N,03-Aug-14,
188968,77_1.4 W,38_54.63 N,03-Aug-14,
56887,77_4.28 W,38_56.65 N,03-Aug-14,
72746,77_2.26 W,38_56.41 N,03-Aug-14,
152486,77_1.25 W,38_55.19 N,03-Aug-14,
118761,77_1.91 W,38_55.71 N,03-Aug-14,
2517,77_2.98 W,38_57.49 N,03-Aug-14,
207842,77_2.2 W,38_54.34 N,03-Aug-14,
5201,77_3.92 W,38_57.52 N,03-Aug-14,
126635,77_3.63 W,38_55.58 N,03-Aug-14,
57440,77_3.55 W,38_56.65 N,03-Aug-14,
159416,77_2.93 W,38_55.08 N,03-Aug-14,
85165,77_1.37 W,38_56.22 N,03-Aug-14,
167227,77_0.81 W,38_54.96 N,03-Aug-14,
159601,77_1.2 W,38_55.08 N,03-Aug-14,
41091,77_1.29 W,38_56.9 N,03-Aug-14,
170811,77_2.75 W,38_54.91 N,03-Aug-14,
212328,77_0.14 W,38_54.27 N,03-Aug-14,
33201,77_4.15 W,38_57.02 N,03-Aug-14,
171117,77_4.32 W,38_54.9 N,03-Aug-14,
118007,77_0.1 W,38_55.72 N,03-Aug-14,
201888,77_0.25 W,38_54.43 N,03-Aug-14,
166817,77_0.21 W,38_54.97 N,03-Aug-14,
33269,77_3.52 W,38_57.02 N,03-Aug-14,
96259,77_4 W,38_56.05 N,03-Aug-14,
147528,77_3.28 W,38_55.26 N,03-Aug-14,
135379,77_1.65 W,38_55.45 N,03-Aug-14,
198420,77_1.66 W,38_54.48 N,03-Aug-14,
90642,77_3.34 W,38_56.14 N,03-Aug-14,
59146,77_0.89 W,38_56.62 N,03-Aug-14,
195922,77_2.85 W,38_54.52 N,03-Aug-14,
25692,77_3.45 W,38_57.13 N,03-Aug-14,
61491,77_1.12 W,38_56.59 N,03-Aug-14,
162558,77_0.14 W,38_55.04 N,03-Aug-14,
73357,77_0.97 W,38_56.41 N,03-Aug-14,
84229,77_1.26 W,38_56.24 N,03-Aug-14,
206032,77_1.4 W,38_54.37 N,03-Aug-14,
63451,77_0.53 W,38_56.56 N,03-Aug-14,
145712,77_2.54 W,38_55.29 N,03-Aug-14,
210304,77_1.34 W,38_54.3 N,03-Aug-14,
